vds_id,year,contrib
IAP14D0200,2014,4
IAP14D0201,2014,2
IGJ10A0001,2010,7.2
IGJ10A0002,2010,5.1
IGJ10A0003,2010,2.1
IGJ10A0004,2010,3
IGJ10A0005,2010,3
IGJ10A0006,2010,2.1
IGJ10A0007,2010,7.2
IGJ10A0008,2010,6
IGJ10A0009,2010,4.2
IGJ10A0010,2010,4.5
IGJ10A0030,2010,5.4
IGJ10A0031,2010,8.4
IGJ10A0032,2010,8.4
IGJ10A0033,2010,3
IGJ10A0034,2010,6.6
IGJ10A0035,2010,5.4
IGJ10A0036,2010,6.6
IGJ10A0037,2010,6.6
IGJ10A0038,2010,5.1
IGJ10A0039,2010,7
IGJ10A0040,2010,5.4
IGJ10A0041,2010,8.4
IGJ10A0042,2010,4.2
IGJ10A0043,2010,7.2
IGJ10A0044,2010,7.2
IGJ10A0045,2010,6.3
IGJ10A0046,2010,5.1
IGJ10A0047,2010,5.1
IGJ10A0048,2010,3
IGJ10A0049,2010,5.1
IGJ10A0050,2010,4.3
IGJ10A0051,2010,4
IGJ10A0052,2010,4.5
IGJ10A0053,2010,6.6
IGJ10A0054,2010,7.2
IGJ10A0055,2010,4.2
IGJ10A0056,2010,6.1
IGJ10A0057,2010,7.2
IGJ10A0058,2010,10.3
IGJ10A0059,2010,6.6
IGJ10B0001,2010,10.2
IGJ10B0002,2010,12.9
IGJ10B0003,2010,4.2
IGJ10B0004,2010,5.4
IGJ10B0005,2010,6.3
IGJ10B0006,2010,4.2
IGJ10B0007,2010,4.2
IGJ10B0008,2010,3.9
IGJ10B0009,2010,6.3
IGJ10B0010,2010,3.3
IGJ10B0030,2010,6.9
IGJ10B0031,2010,6.3
IGJ10B0032,2010,7.5
IGJ10B0033,2010,6
IGJ10B0034,2010,9.9
IGJ10B0035,2010,6
IGJ10B0036,2010,8.7
IGJ10B0037,2010,5.4
IGJ10B0038,2010,8.1
IGJ10B0039,2010,11.5
IGJ10B0040,2010,9.6
IGJ10B0041,2010,5.1
IGJ10B0042,2010,4.2
IGJ10B0043,2010,4.2
IGJ10B0044,2010,4.5
IGJ10B0045,2010,3.3
IGJ10B0046,2010,2.1
IGJ10B0047,2010,4.2
IGJ10B0048,2010,6.6
IGJ10B0049,2010,7.2
IGJ10B0050,2010,11.2
IGJ10B0051,2010,3.3
IGJ10B0052,2010,9.6
IGJ10B0053,2010,5.1
IGJ10B0054,2010,10.8
IGJ10B0055,2010,9.3
IGJ10B0056,2010,7.5
IGJ10B0057,2010,9.3
IGJ10B0058,2010,6
IGJ10B0059,2010,10.3
IGJ10C0001,2010,4.2
IGJ10C0002,2010,5.4
IGJ10C0003,2010,7.8
IGJ10C0004,2010,5.1
IGJ10C0005,2010,3.9
IGJ10C0006,2010,3.3
IGJ10C0007,2010,5.4
IGJ10C0008,2010,4.2
IGJ10C0009,2010,6.6
IGJ10C0010,2010,7.5
IGJ10C0030,2010,5.1
IGJ10C0031,2010,4.5
IGJ10C0032,2010,7.5
IGJ10C0033,2010,8.5
IGJ10C0034,2010,5.2
IGJ10C0035,2010,4.5
IGJ10C0036,2010,5.1
IGJ10C0037,2010,6
IGJ10C0038,2010,6.3
IGJ10C0039,2010,6.3
IGJ10C0040,2010,4.2
IGJ10C0041,2010,5.1
IGJ10C0042,2010,5.4
IGJ10C0043,2010,7.5
IGJ10C0044,2010,7.2
IGJ10C0045,2010,4.2
IGJ10C0046,2010,6.3
IGJ10C0047,2010,4.2
IGJ10C0048,2010,6.6
IGJ10C0049,2010,7.5
IGJ10C0050,2010,7.5
IGJ10C0051,2010,10.5
IGJ10C0052,2010,5.1
IGJ10C0053,2010,8.4
IGJ10C0054,2010,7.8
IGJ10C0055,2010,10
IGJ10C0056,2010,13.2
IGJ10C0057,2010,9.6
IGJ10C0058,2010,6.3
IGJ10C0059,2010,13.8
IGJ10D0001,2010,9
IGJ10D0002,2010,6
IGJ10D0003,2010,9.3
IGJ10D0004,2010,3.9
IGJ10D0005,2010,6
IGJ10D0006,2010,5.7
IGJ10D0007,2010,2.1
IGJ10D0008,2010,4.2
IGJ10D0009,2010,5.1
IGJ10D0010,2010,6.3
IGJ10D0030,2010,4.2
IGJ10D0031,2010,5.1
IGJ10D0032,2010,5.1
IGJ10D0033,2010,5.4
IGJ10D0034,2010,4.2
IGJ10D0035,2010,7.5
IGJ10D0036,2010,3.9
IGJ10D0037,2010,5.4
IGJ10D0038,2010,6.3
IGJ10D0039,2010,5.1
IGJ10D0040,2010,2.1
IGJ10D0041,2010,5.4
IGJ10D0042,2010,5.7
IGJ10D0043,2010,7.8
IGJ10D0044,2010,6.3
IGJ10D0045,2010,2.1
IGJ10D0046,2010,6.3
IGJ10D0047,2010,4.2
IGJ10D0048,2010,5.4
IGJ10D0049,2010,5.4
IGJ10D0050,2010,14.1
IGJ10D0051,2010,6.6
IGJ10D0052,2010,5.1
IGJ10D0053,2010,4.5
IGJ10D0054,2010,5.1
IGJ10D0055,2010,5.4
IGJ10D0056,2010,4.2
IGJ10D0057,2010,8.4
IGJ10D0058,2010,6.6
IGJ10D0059,2010,5.4
IGJ11A0001,2011,6.3
IGJ11A0002,2011,4
IGJ11A0003,2011,2.1
IGJ11A0004,2011,2.6
IGJ11A0005,2011,2.9
IGJ11A0006,2011,2.5
IGJ11A0007,2011,7.1
IGJ11A0008,2011,5.7
IGJ11A0009,2011,3.5
IGJ11A0010,2011,4.1
IGJ11A0030,2011,3.9
IGJ11A0031,2011,6.8
IGJ11A0032,2011,7.6
IGJ11A0033,2011,3
IGJ11A0034,2011,6.3
IGJ11A0035,2011,5.1
IGJ11A0036,2011,5.4
IGJ11A0037,2011,6.4
IGJ11A0038,2011,5
IGJ11A0039,2011,5
IGJ11A0040,2011,5.2
IGJ11A0041,2011,6.2
IGJ11A0042,2011,4.6
IGJ11A0043,2011,6.5
IGJ11A0044,2011,6.5
IGJ11A0045,2011,5.1
IGJ11A0046,2011,4.9
IGJ11A0047,2011,5.1
IGJ11A0048,2011,3.4
IGJ11A0049,2011,4
IGJ11A0050,2011,5.2
IGJ11A0051,2011,4.2
IGJ11A0052,2011,4.1
IGJ11A0053,2011,5.1
IGJ11A0054,2011,7
IGJ11A0055,2011,4.2
IGJ11A0056,2011,2.1
IGJ11A0057,2011,5.8
IGJ11A0058,2011,5.5
IGJ11A0059,2011,5.8
IGJ11B0001,2011,8.4
IGJ11B0002,2011,11.3
IGJ11B0003,2011,4.2
IGJ11B0004,2011,3.8
IGJ11B0005,2011,5
IGJ11B0006,2011,4.1
IGJ11B0007,2011,3.4
IGJ11B0008,2011,3
IGJ11B0009,2011,5.4
IGJ11B0010,2011,3.3
IGJ11B0030,2011,6.3
IGJ11B0031,2011,5.4
IGJ11B0032,2011,6.3
IGJ11B0033,2011,5.9
IGJ11B0034,2011,9.1
IGJ11B0035,2011,5.2
IGJ11B0036,2011,7.5
IGJ11B0037,2011,4.5
IGJ11B0038,2011,7.8
IGJ11B0039,2011,8.3
IGJ11B0040,2011,8.4
IGJ11B0041,2011,4.9
IGJ11B0042,2011,4.2
IGJ11B0043,2011,3
IGJ11B0044,2011,3.7
IGJ11B0045,2011,3.3
IGJ11B0046,2011,2.1
IGJ11B0047,2011,4.3
IGJ11B0048,2011,6.7
IGJ11B0049,2011,6.7
IGJ11B0050,2011,9.2
IGJ11B0051,2011,3.3
IGJ11B0052,2011,9.7
IGJ11B0053,2011,5
IGJ11B0054,2011,8.6
IGJ11B0055,2011,8.3
IGJ11B0056,2011,6.7
IGJ11B0057,2011,8.7
IGJ11B0058,2011,5.1
IGJ11B0059,2011,8
IGJ11C0001,2011,3.9
IGJ11C0002,2011,5.3
IGJ11C0003,2011,6.7
IGJ11C0004,2011,4.6
IGJ11C0005,2011,3
IGJ11C0006,2011,3.3
IGJ11C0007,2011,5.1
IGJ11C0008,2011,3.6
IGJ11C0009,2011,6.7
IGJ11C0010,2011,6.3
IGJ11C0030,2011,5.2
IGJ11C0031,2011,4.3
IGJ11C0032,2011,7.1
IGJ11C0033,2011,7.4
IGJ11C0034,2011,3
IGJ11C0035,2011,3.4
IGJ11C0036,2011,5
IGJ11C0037,2011,4.7
IGJ11C0038,2011,5.6
IGJ11C0039,2011,5.5
IGJ11C0040,2011,4.2
IGJ11C0041,2011,5.5
IGJ11C0042,2011,4.7
IGJ11C0043,2011,6.7
IGJ11C0044,2011,7.2
IGJ11C0045,2011,4.3
IGJ11C0046,2011,5.9
IGJ11C0047,2011,4.2
IGJ11C0048,2011,5.8
IGJ11C0049,2011,6.6
IGJ11C0050,2011,5.7
IGJ11C0051,2011,8.4
IGJ11C0052,2011,5.1
IGJ11C0053,2011,7.9
IGJ11C0054,2011,5.5
IGJ11C0055,2011,2.9
IGJ11C0056,2011,13.4
IGJ11C0057,2011,8.1
IGJ11C0058,2011,6.2
IGJ11C0059,2011,12
IGJ11D0001,2011,7.2
IGJ11D0002,2011,4.6
IGJ11D0003,2011,8.6
IGJ11D0004,2011,3.4
IGJ11D0005,2011,5.4
IGJ11D0006,2011,5.5
IGJ11D0007,2011,2.1
IGJ11D0008,2011,4
IGJ11D0009,2011,5
IGJ11D0030,2011,4.1
IGJ11D0031,2011,4.9
IGJ11D0032,2011,5.1
IGJ11D0033,2011,5.5
IGJ11D0034,2011,3.7
IGJ11D0035,2011,6.1
IGJ11D0036,2011,3.4
IGJ11D0037,2011,6.8
IGJ11D0038,2011,6.3
IGJ11D0039,2011,5.2
IGJ11D0040,2011,2.1
IGJ11D0041,2011,5.8
IGJ11D0042,2011,5.3
IGJ11D0043,2011,6.5
IGJ11D0044,2011,6.3
IGJ11D0045,2011,2.1
IGJ11D0046,2011,6.8
IGJ11D0047,2011,4.1
IGJ11D0048,2011,5
IGJ11D0049,2011,5
IGJ11D0050,2011,5.2
IGJ11D0051,2011,5.7
IGJ11D0052,2011,4.3
IGJ11D0053,2011,4.5
IGJ11D0054,2011,5
IGJ11D0055,2011,4.7
IGJ11D0056,2011,4
IGJ11D0057,2011,6.3
IGJ11D0058,2011,6.2
IGJ11D0059,2011,5.6
IGJ11D0200,2011,2.9
IGJ12A0001,2012,6.6
IGJ12A0002,2012,4
IGJ12A0003,2012,2.1
IGJ12A0004,2012,2.6
IGJ12A0005,2012,2.9
IGJ12A0006,2012,2.5
IGJ12A0007,2012,5.1
IGJ12A0008,2012,6.7
IGJ12A0009,2012,3.6
IGJ12A0010,2012,4.1
IGJ12A0030,2012,4
IGJ12A0031,2012,6.8
IGJ12A0032,2012,6.6
IGJ12A0033,2012,3
IGJ12A0034,2012,6.3
IGJ12A0035,2012,5.1
IGJ12A0036,2012,6.1
IGJ12A0037,2012,6.4
IGJ12A0038,2012,5
IGJ12A0039,2012,5.1
IGJ12A0040,2012,5.2
IGJ12A0041,2012,10.8
IGJ12A0042,2012,4.6
IGJ12A0043,2012,7.2
IGJ12A0044,2012,6.5
IGJ12A0045,2012,5.1
IGJ12A0046,2012,4.9
IGJ12A0047,2012,4.1
IGJ12A0048,2012,3.4
IGJ12A0049,2012,4.3
IGJ12A0050,2012,4.2
IGJ12A0051,2012,4.2
IGJ12A0052,2012,4.3
IGJ12A0053,2012,5.1
IGJ12A0054,2012,7.2
IGJ12A0055,2012,3.4
IGJ12A0056,2012,2.1
IGJ12A0057,2012,6.1
IGJ12A0058,2012,5.8
IGJ12A0059,2012,5.9
IGJ12B0001,2012,8.5
IGJ12B0002,2012,11.5
IGJ12B0003,2012,4.6
IGJ12B0004,2012,3.9
IGJ12B0005,2012,5.2
IGJ12B0006,2012,4.1
IGJ12B0007,2012,3.4
IGJ12B0008,2012,3.4
IGJ12B0009,2012,5.4
IGJ12B0010,2012,3.3
IGJ12B0030,2012,7.2
IGJ12B0031,2012,5.6
IGJ12B0032,2012,6.4
IGJ12B0033,2012,5.8
IGJ12B0034,2012,9.6
IGJ12B0035,2012,5.2
IGJ12B0036,2012,7.5
IGJ12B0037,2012,4.7
IGJ12B0038,2012,8
IGJ12B0039,2012,7.7
IGJ12B0040,2012,9
IGJ12B0041,2012,4.1
IGJ12B0042,2012,4.2
IGJ12B0043,2012,3.1
IGJ12B0044,2012,3.9
IGJ12B0045,2012,3.3
IGJ12B0046,2012,2.1
IGJ12B0047,2012,4.2
IGJ12B0048,2012,6.6
IGJ12B0049,2012,6.9
IGJ12B0050,2012,9.4
IGJ12B0051,2012,4.2
IGJ12B0052,2012,9.8
IGJ12B0053,2012,5
IGJ12B0054,2012,8.6
IGJ12B0055,2012,8.5
IGJ12B0056,2012,6.7
IGJ12B0057,2012,8.6
IGJ12B0058,2012,5.1
IGJ12B0059,2012,8
IGJ12C0001,2012,3.9
IGJ12C0002,2012,5.3
IGJ12C0003,2012,7
IGJ12C0004,2012,4.7
IGJ12C0006,2012,3.3
IGJ12C0007,2012,5.1
IGJ12C0008,2012,3.6
IGJ12C0009,2012,6.6
IGJ12C0010,2012,6.4
IGJ12C0030,2012,5.2
IGJ12C0031,2012,4.3
IGJ12C0032,2012,7.1
IGJ12C0033,2012,7.4
IGJ12C0034,2012,3.1
IGJ12C0035,2012,3.4
IGJ12C0036,2012,5
IGJ12C0038,2012,5.6
IGJ12C0039,2012,5.5
IGJ12C0040,2012,4.2
IGJ12C0041,2012,5.6
IGJ12C0042,2012,4.7
IGJ12C0043,2012,6.8
IGJ12C0044,2012,7.2
IGJ12C0045,2012,4.2
IGJ12C0046,2012,5.9
IGJ12C0047,2012,4.2
IGJ12C0048,2012,5.9
IGJ12C0049,2012,6.6
IGJ12C0050,2012,6
IGJ12C0051,2012,9
IGJ12C0052,2012,5.1
IGJ12C0053,2012,8
IGJ12C0054,2012,5.7
IGJ12C0055,2012,3.1
IGJ12C0056,2012,13.1
IGJ12C0057,2012,8.1
IGJ12C0058,2012,6.2
IGJ12C0059,2012,12.1
IGJ12C0200,2012,7.2
IGJ12D0001,2012,6.5
IGJ12D0002,2012,4.7
IGJ12D0003,2012,5.9
IGJ12D0004,2012,3.5
IGJ12D0005,2012,5.7
IGJ12D0006,2012,5.3
IGJ12D0007,2012,2.1
IGJ12D0008,2012,4
IGJ12D0009,2012,5
IGJ12D0030,2012,4.1
IGJ12D0031,2012,4.9
IGJ12D0032,2012,6
IGJ12D0033,2012,4.3
IGJ12D0034,2012,3.9
IGJ12D0035,2012,5.5
IGJ12D0036,2012,3.4
IGJ12D0037,2012,5.6
IGJ12D0038,2012,6.7
IGJ12D0039,2012,4.2
IGJ12D0040,2012,2.1
IGJ12D0041,2012,5.8
IGJ12D0042,2012,5.5
IGJ12D0043,2012,6
IGJ12D0044,2012,6.3
IGJ12D0045,2012,2.1
IGJ12D0046,2012,5.8
IGJ12D0047,2012,4.1
IGJ12D0048,2012,5
IGJ12D0049,2012,4.2
IGJ12D0050,2012,5.2
IGJ12D0051,2012,5.3
IGJ12D0052,2012,4.3
IGJ12D0053,2012,4.5
IGJ12D0054,2012,4.9
IGJ12D0055,2012,4.7
IGJ12D0056,2012,4.2
IGJ12D0057,2012,6.3
IGJ12D0058,2012,6.7
IGJ12D0059,2012,4.6
IGJ12D0200,2012,3.1
IGJ13A0001,2013,7
IGJ13A0002,2013,5
IGJ13A0003,2013,2
IGJ13A0004,2013,3
IGJ13A0005,2013,4
IGJ13A0006,2013,4
IGJ13A0007,2013,5
IGJ13A0008,2013,7
IGJ13A0009,2013,4
IGJ13A0010,2013,4
IGJ13A0030,2013,5
IGJ13A0031,2013,8
IGJ13A0032,2013,7
IGJ13A0033,2013,4
IGJ13A0034,2013,6
IGJ13A0035,2013,6
IGJ13A0036,2013,6
IGJ13A0037,2013,7
IGJ13A0038,2013,5
IGJ13A0039,2013,6
IGJ13A0040,2013,5
IGJ13A0041,2013,12
IGJ13A0042,2013,5
IGJ13A0043,2013,8
IGJ13A0044,2013,8
IGJ13A0045,2013,5
IGJ13A0046,2013,5
IGJ13A0047,2013,4
IGJ13A0048,2013,4
IGJ13A0049,2013,6
IGJ13A0050,2013,4
IGJ13A0051,2013,4
IGJ13A0052,2013,5
IGJ13A0053,2013,6
IGJ13A0054,2013,8
IGJ13A0055,2013,3
IGJ13A0056,2013,2
IGJ13A0057,2013,7
IGJ13A0058,2013,6
IGJ13A0059,2013,6
IGJ13B0001,2013,10
IGJ13B0002,2013,14
IGJ13B0003,2013,6
IGJ13B0004,2013,5
IGJ13B0005,2013,6
IGJ13B0006,2013,4
IGJ13B0007,2013,4
IGJ13B0008,2013,6
IGJ13B0009,2013,6
IGJ13B0010,2013,3
IGJ13B0030,2013,7
IGJ13B0031,2013,8
IGJ13B0032,2013,8
IGJ13B0033,2013,6
IGJ13B0034,2013,10
IGJ13B0035,2013,8
IGJ13B0036,2013,8
IGJ13B0037,2013,6
IGJ13B0038,2013,8
IGJ13B0039,2013,11
IGJ13B0040,2013,10
IGJ13B0041,2013,4
IGJ13B0042,2013,4
IGJ13B0043,2013,5
IGJ13B0044,2013,4
IGJ13B0045,2013,3
IGJ13B0046,2013,2
IGJ13B0047,2013,4
IGJ13B0048,2013,8
IGJ13B0049,2013,8
IGJ13B0050,2013,10
IGJ13B0051,2013,5
IGJ13B0052,2013,10
IGJ13B0053,2013,5
IGJ13B0054,2013,12
IGJ13B0055,2013,11
IGJ13B0056,2013,7
IGJ13B0057,2013,9
IGJ13B0058,2013,6
IGJ13B0059,2013,9
IGJ13C0001,2013,4
IGJ13C0002,2013,5
IGJ13C0003,2013,7
IGJ13C0004,2013,5
IGJ13C0006,2013,3
IGJ13C0007,2013,5
IGJ13C0008,2013,4
IGJ13C0009,2013,6
IGJ13C0010,2013,7
IGJ13C0030,2013,5
IGJ13C0031,2013,4
IGJ13C0032,2013,7
IGJ13C0033,2013,7
IGJ13C0034,2013,4
IGJ13C0035,2013,4
IGJ13C0036,2013,5
IGJ13C0038,2013,6
IGJ13C0039,2013,6
IGJ13C0040,2013,4
IGJ13C0041,2013,7
IGJ13C0042,2013,5
IGJ13C0043,2013,7
IGJ13C0044,2013,7
IGJ13C0045,2013,4
IGJ13C0046,2013,6
IGJ13C0047,2013,4
IGJ13C0048,2013,7
IGJ13C0049,2013,7
IGJ13C0050,2013,7
IGJ13C0051,2013,10
IGJ13C0052,2013,5
IGJ13C0053,2013,8
IGJ13C0054,2013,7
IGJ13C0055,2013,3
IGJ13C0056,2013,6
IGJ13C0057,2013,9
IGJ13C0058,2013,6
IGJ13C0059,2013,13
IGJ13C0200,2013,7
IGJ13D0001,2013,7
IGJ13D0002,2013,6
IGJ13D0003,2013,6
IGJ13D0004,2013,4
IGJ13D0005,2013,6
IGJ13D0006,2013,4
IGJ13D0007,2013,2
IGJ13D0008,2013,4
IGJ13D0009,2013,5
IGJ13D0030,2013,4
IGJ13D0031,2013,5
IGJ13D0032,2013,6
IGJ13D0033,2013,3
IGJ13D0034,2013,4
IGJ13D0035,2013,6
IGJ13D0036,2013,4
IGJ13D0037,2013,5
IGJ13D0038,2013,7
IGJ13D0039,2013,4
IGJ13D0040,2013,2
IGJ13D0041,2013,6
IGJ13D0042,2013,5
IGJ13D0043,2013,6
IGJ13D0044,2013,6
IGJ13D0045,2013,2
IGJ13D0046,2013,6
IGJ13D0047,2013,4
IGJ13D0048,2013,5
IGJ13D0049,2013,4
IGJ13D0050,2013,5
IGJ13D0051,2013,3
IGJ13D0052,2013,5
IGJ13D0053,2013,4
IGJ13D0054,2013,5
IGJ13D0055,2013,5
IGJ13D0056,2013,4
IGJ13D0057,2013,7
IGJ13D0058,2013,7
IGJ13D0059,2013,5
IGJ13D0200,2013,3
IGJ14A0001,2014,7
IGJ14A0003,2014,2
IGJ14A0004,2014,3
IGJ14A0005,2014,4
IGJ14A0006,2014,4
IGJ14A0007,2014,5
IGJ14A0008,2014,7
IGJ14A0010,2014,4
IGJ14A0030,2014,5
IGJ14A0031,2014,8
IGJ14A0032,2014,10
IGJ14A0033,2014,5
IGJ14A0034,2014,8
IGJ14A0035,2014,5
IGJ14A0036,2014,6
IGJ14A0037,2014,7
IGJ14A0038,2014,5
IGJ14A0039,2014,6
IGJ14A0040,2014,6
IGJ14A0041,2014,12
IGJ14A0042,2014,5
IGJ14A0043,2014,8
IGJ14A0044,2014,7
IGJ14A0045,2014,5
IGJ14A0047,2014,6
IGJ14A0048,2014,4
IGJ14A0049,2014,6
IGJ14A0050,2014,4
IGJ14A0051,2014,4
IGJ14A0052,2014,5
IGJ14A0053,2014,6
IGJ14A0054,2014,8
IGJ14A0055,2014,4
IGJ14A0056,2014,2
IGJ14A0057,2014,7
IGJ14A0058,2014,6
IGJ14A0059,2014,6
IGJ14B0001,2014,11
IGJ14B0002,2014,14
IGJ14B0003,2014,6
IGJ14B0004,2014,5
IGJ14B0006,2014,4
IGJ14B0007,2014,4
IGJ14B0008,2014,6
IGJ14B0009,2014,6
IGJ14B0010,2014,3
IGJ14B0030,2014,9
IGJ14B0031,2014,8
IGJ14B0032,2014,8
IGJ14B0033,2014,6
IGJ14B0034,2014,9
IGJ14B0035,2014,8
IGJ14B0036,2014,8
IGJ14B0037,2014,7
IGJ14B0038,2014,8
IGJ14B0039,2014,12
IGJ14B0040,2014,10
IGJ14B0041,2014,4
IGJ14B0042,2014,5
IGJ14B0043,2014,5
IGJ14B0044,2014,4
IGJ14B0046,2014,2
IGJ14B0047,2014,4
IGJ14B0048,2014,7
IGJ14B0049,2014,8
IGJ14B0050,2014,11
IGJ14B0051,2014,6
IGJ14B0052,2014,10
IGJ14B0053,2014,6
IGJ14B0054,2014,12
IGJ14B0055,2014,12
IGJ14B0056,2014,8
IGJ14B0057,2014,7
IGJ14B0058,2014,7
IGJ14B0059,2014,8
IGJ14C0001,2014,4
IGJ14C0002,2014,5
IGJ14C0003,2014,7
IGJ14C0004,2014,5
IGJ14C0006,2014,3
IGJ14C0007,2014,5
IGJ14C0008,2014,4
IGJ14C0009,2014,6
IGJ14C0010,2014,7
IGJ14C0030,2014,5
IGJ14C0031,2014,4
IGJ14C0032,2014,7
IGJ14C0033,2014,7
IGJ14C0034,2014,4
IGJ14C0035,2014,4
IGJ14C0036,2014,5
IGJ14C0038,2014,6
IGJ14C0039,2014,6
IGJ14C0040,2014,3
IGJ14C0041,2014,7
IGJ14C0042,2014,5
IGJ14C0043,2014,6
IGJ14C0044,2014,7
IGJ14C0045,2014,4
IGJ14C0046,2014,6
IGJ14C0047,2014,4
IGJ14C0048,2014,7
IGJ14C0049,2014,7
IGJ14C0050,2014,7
IGJ14C0051,2014,10
IGJ14C0052,2014,3
IGJ14C0053,2014,8
IGJ14C0054,2014,7
IGJ14C0055,2014,3
IGJ14C0056,2014,6
IGJ14C0057,2014,9
IGJ14C0058,2014,6
IGJ14C0059,2014,12
IGJ14C0200,2014,7
IGJ14D0001,2014,7
IGJ14D0002,2014,6
IGJ14D0003,2014,6
IGJ14D0005,2014,6
IGJ14D0006,2014,4
IGJ14D0007,2014,2
IGJ14D0008,2014,4
IGJ14D0009,2014,5
IGJ14D0030,2014,4
IGJ14D0031,2014,5
IGJ14D0032,2014,6
IGJ14D0033,2014,3
IGJ14D0034,2014,4
IGJ14D0035,2014,6
IGJ14D0036,2014,5
IGJ14D0037,2014,5
IGJ14D0038,2014,7
IGJ14D0039,2014,4
IGJ14D0040,2014,2
IGJ14D0041,2014,6
IGJ14D0042,2014,5
IGJ14D0043,2014,6
IGJ14D0044,2014,8
IGJ14D0045,2014,2
IGJ14D0046,2014,6
IGJ14D0047,2014,4
IGJ14D0048,2014,5
IGJ14D0049,2014,4
IGJ14D0050,2014,5
IGJ14D0051,2014,3
IGJ14D0052,2014,5
IGJ14D0053,2014,4
IGJ14D0054,2014,5
IGJ14D0055,2014,5
IGJ14D0056,2014,4
IGJ14D0057,2014,7
IGJ14D0058,2014,7
IGJ14D0059,2014,5
IGJ14D0200,2014,3
IKN10A0001,2010,4.2
IKN10A0003,2010,2.1
IKN10A0004,2010,3.9
IKN10A0005,2010,4.5
IKN10A0006,2010,4.5
IKN10A0007,2010,5.1
IKN10A0008,2010,4.2
IKN10A0009,2010,4.2
IKN10A0010,2010,4.5
IKN10A0030,2010,5.4
IKN10A0031,2010,3.3
IKN10A0032,2010,5.1
IKN10A0033,2010,6.3
IKN10A0034,2010,4.2
IKN10A0035,2010,6.3
IKN10A0036,2010,5.7
IKN10A0037,2010,3.9
IKN10A0038,2010,5.7
IKN10A0039,2010,3.3
IKN10A0040,2010,5.5
IKN10A0041,2010,4.2
IKN10A0042,2010,9.3
IKN10A0043,2010,6.3
IKN10A0044,2010,4.2
IKN10A0045,2010,3.3
IKN10A0046,2010,5.1
IKN10A0047,2010,4.2
IKN10A0048,2010,6.9
IKN10A0049,2010,4.3
IKN10A0050,2010,6.3
IKN10A0051,2010,5.4
IKN10A0052,2010,4.9
IKN10A0053,2010,3.3
IKN10A0054,2010,5.1
IKN10A0055,2010,6
IKN10A0056,2010,4.2
IKN10A0057,2010,12.1
IKN10A0058,2010,6.2
IKN10A0059,2010,9.3
IKN10A0060,2010,4.5
IKN10B0001,2010,7.5
IKN10B0002,2010,4.5
IKN10B0003,2010,4.5
IKN10B0004,2010,5.4
IKN10B0005,2010,3
IKN10B0006,2010,19.5
IKN10B0007,2010,10.2
IKN10B0008,2010,5.4
IKN10B0009,2010,1.8
IKN10B0010,2010,3
IKN10B0030,2010,3.3
IKN10B0031,2010,4.2
IKN10B0032,2010,4.2
IKN10B0033,2010,5.1
IKN10B0034,2010,3.3
IKN10B0035,2010,4.2
IKN10B0036,2010,4.5
IKN10B0037,2010,4.5
IKN10B0038,2010,6.6
IKN10B0039,2010,4.5
IKN10B0040,2010,5.7
IKN10B0041,2010,5.7
IKN10B0042,2010,9
IKN10B0043,2010,11.2
IKN10B0044,2010,7.2
IKN10B0045,2010,9
IKN10B0046,2010,5.4
IKN10B0047,2010,3.3
IKN10B0048,2010,7.5
IKN10B0049,2010,6.3
